video_index,section_number,section_name,video_code,slide_number,slide_name
46,15,Breakouts,15G,5,Limit Order Scalpers Bet Stop Order Traders Will Lose
46,15,Breakouts,15G,6,Trapped Scalpers Other Scalpers Do Opposite
46,15,Breakouts,15G,7,"Trapped Forex Scalpers 11 Pip Traps (and 21, 31, and 51 Pip)"
46,15,Breakouts,15G,8,Trapped Scalpers Other Scalpers Do Opposite
46,15,Breakouts,15G,9,Forex 9 Pip Traps Have to Think Fast
46,15,Breakouts,15G,10,Main Points Fade Weak Setups
46,15,Breakouts,15G,11,Weak Buy Setup Bears Will Sell Weak Bull Flag
46,15,Breakouts,15G,12,Weak Buy Setup Bulls Exit Quickly
46,15,Breakouts,15G,13,Too Many Sell Orders Price Falls Quickly
46,15,Breakouts,15G,14,Bears Take Profit At Entry Price of Bulls
46,15,Breakouts,15G,15,Weak Forex Sell Setup Bulls Will Buy and Scale in Lower
46,15,Breakouts,15G,16,Weak Sell Setup Bears Exit Quickly If Profit Order Not Filled
46,15,Breakouts,15G,17,Bulls Take Profits Exit Where Bears Sold
46,15,Breakouts,15G,18,Review
47,15,Breakouts,15H,1,Main Points
47,15,Breakouts,15H,2,Surprise Bar Price Needs to Change
47,15,Breakouts,15H,3,Surprise Bars Can Be Pullback (Bull and Bear Flags)
47,15,Breakouts,15H,4,Strong BO or Reversal MM Likely
47,15,Breakouts,15H,5,Possible Exhaustive Sell Climax Trend Reversal Likely
47,15,Breakouts,15H,6,Huge Bull Surprise Bar Bull Trend Likely
47,15,Breakouts,15H,7,Big Bar Means Big Risk Buy 50% PB
47,15,Breakouts,15H,8,Huge Bull Surprise Bar Bull Trend Likely
47,15,Breakouts,15H,9,Huge Bear Surprise Bar Bear Trend Likely
47,15,Breakouts,15H,10,Huge Bear Surprise Bar Bear Trend Likely
47,15,Breakouts,15H,11,Main Points 27 Leg Traps and Exhaustion
47,15,Breakouts,15H,12,"Huge Bull Surprise Bar If in TR, Possible 2 Leg Trap"
47,15,Breakouts,15H,13,"Huge Bull Surprise Bar If in TR, Possible 2 Leg Trap"
47,15,Breakouts,15H,14,"Huge Bear Surprise Bar If in TR, Possible 2 Leg Trap"
47,15,Breakouts,15H,15,"Huge Bear Surprise Bar If in TR, Possible 2 Leg Trap"
47,15,Breakouts,15H,16,Biggest Bull Bar Late in Trend Exhaustion Gap Bar
47,15,Breakouts,15H,17,Biggest Bull Bar Late in Trend Exhaustion Gap Bar
47,15,Breakouts,15H,18,Biggest Bear Bar Late in Trend Exhaustion Gap Bar
47,15,Breakouts,15H,19,Biggest Bear Bar Late in Trend Exhaustion Gap Bar
47,15,Breakouts,15H,20,Main Points Give-up Bars — Minor Reversal
47,15,Breakouts,15H,21,Big Bull Bar in Bear Trend Bears Giving Up
47,15,Breakouts,15H,22,Big Bull Bar in Bear Trend Bears Giving Up
47,15,Breakouts,15H,23,Big Bear Bar in Bull Trend Bulls Giving Up
47,15,Breakouts,15H,24,Big Bear Bar in Bull Trend Bulls Giving Up
47,15,Breakouts,15H,25,Review
48,16,Channels,16A,1,Main Points
48,16,Channels,16A,2,Why Channels Important All Markets Always in Channels
48,16,Channels,16A,3,Channel 2 Lines
48,16,Channels,16A,4,Bear Channel 2 Lines That Are Sloped Down
48,16,Channels,16A,5,Channels Can Be Opposite on Different Time Frames
48,16,Channels,16A,6,Trading Range Horizontal Channel
48,16,Channels,16A,7,Lines Rarely Perfect
48,16,Channels,16A,8,Channel Eventually Ends Can Lead to Trading Range
48,16,Channels,16A,9,Channel Eventually Ends Can Lead to Stronger Trend
48,16,Channels,16A,10,Channel Eventually Ends Can Lead to Opposite Trend
48,16,Channels,16A,11,Channels Bull and Bear
48,16,Channels,16A,12,Only Need to See 1 Line Use a Parallel to Create 2TM Line
48,16,Channels,16A,13,Don’t See a Channel There Is Always a Channel
48,16,Channels,16A,14,Don’t See a Channel There Is Always a Channel
48,16,Channels,16A,15,Main Points Lines Need 2 Points
48,16,Channels,16A,16,Line Needs 2 Points
48,16,Channels,16A,17,2¢ Line Often Several Choices
48,16,Channels,16A,18,Bear Channel Usually Is Bull Flag
48,16,Channels,16A,19,Bulls Want to Buy Reversal up from Bottom of Channel
48,16,Channels,16A,20,Test of Channel Often Goes beyond Line
48,16,Channels,16A,21,Bottom of Bear Channel Bulls Buy Reversal Up
48,16,Channels,16A,22,More Reliable When Parallel or Almost Parallel
48,16,Channels,16A,23,Bad Symmetry Too Few Bars to Bar
48,16,Channels,16A,24,Draw Bottom of Channel Can Use Parallel Line
48,16,Channels,16A,25,Bad Symmetry Too Many Bars to Bar
48,16,Channels,16A,26,Draw Lines Use Top of Strong Leg Down
48,16,Channels,16A,27,Lines 2 Choices
48,16,Channels,16A,28,Trend Line Means Channel
48,16,Channels,16A,29,Main Points 70% Rule
48,16,Channels,16A,30,70% Rule Testing Top of Bull Channel
48,16,Channels,16A,31,70% Rule Testing Bottom of Bull Channel
48,16,Channels,16A,32,If BO Lasts 10 Bars Look at Higher Time Frame
48,16,Channels,16A,33,Channel 2 Parallel Lines
48,16,Channels,16A,34,Channel 2 Converging Lines
48,16,Channels,16A,35,Channel 2 Diverging Lines
48,16,Channels,16A,36,Review
49,16,Channels,16B,1,Main Points
49,16,Channels,16B,2,2 Reversals Draw Line
49,16,Channels,16B,3,All Charts Always Look for Channels
49,16,Channels,16B,4,Looking for Channel Line Look at 2 Reversal
49,16,Channels,16B,5,Channels Keep Drawing New Lines
49,16,Channels,16B,6,Lower High Draw New Line
49,16,Channels,16B,7,Higher Low Draw New Line
49,16,Channels,16B,8,Strong Leg Wait for 2 Push to Draw Line
49,16,Channels,16B,9,If Market Ignores Line Remove the Line
49,16,Channels,16B,10,2 Points Less Than 10 Bars Apart Usually Minor Reversal
49,16,Channels,16B,11,Nested Wedge 3 Leg Is Smaller Wedge
49,16,Channels,16B,12,Reversal up at Bottom of Channel up or Down Bulls Buy
49,16,Channels,16B,13,Reversal down at Top of Bull or Bear Channel Bears Sell
49,16,Channels,16B,14,5 — 10 Lines Confusing So Remove Some Lines
49,16,Channels,16B,15,Overshoot of Line Draw New Line
49,16,Channels,16B,16,Reversal Down Line Bears Sell
49,16,Channels,16B,17,Reversal down from BO above Line Draw New Line
49,16,Channels,16B,18,Reversal up at Bottom Bulls Buy
49,16,Channels,16B,19,Strong Bull Reversal Expect 2 Legs Up
49,16,Channels,16B,20,If Leg Is Strong Expect It to Continue
49,16,Channels,16B,21,Weak Rally Take Partial Profits on Reversal Down
49,16,Channels,16B,22,Successful BO Easy to Overlook If Small PB Trend
49,16,Channels,16B,23,Main Points Emini Bull Channel Examples
49,16,Channels,16B,24,At Line Watch for BO or Reversal
49,16,Channels,16B,25,Strong BO beyond Line Computers Are Ignoring Line
49,16,Channels,16B,26,When Points Less Than 10 Bars Apart Line Less Important
49,16,Channels,16B,27,When Points Less Than 10 Bars Apart Line Less Important
49,16,Channels,16B,28,Parallel Line Easy to Forget to Draw It
49,16,Channels,16B,29,Steep Trend Look for Parabolic Wedge Channel
49,16,Channels,16B,30,Tight Channel Reversal Is Lower Probability
49,16,Channels,16B,31,Reversal up from Strong Leg Down Is It Higher Low
49,16,Channels,16B,32,Reversal up from Strong Leg Down Is It Higher Low
49,16,Channels,16B,33,Higher Low Reversal up More Likely If at Other Support
49,16,Channels,16B,34,Traders Make Money Only If Work Hard!
49,16,Channels,16B,35,Review
50,16,Channels,16C,1,Main Points
50,16,Channels,16C,2,New Trend Can Begin in Old Trend
50,16,Channels,16C,3,Bear Trend Can Begin before Bull Trend Ends
50,16,Channels,16C,4,Wedge Bull Flags Often Begin before Bull Leg Ends
50,16,Channels,16C,5,Wedge Bear Flags Often Begin before Bear Leg Ends
50,16,Channels,16C,6,1§ High in Bull Can Be Last Lower High in Bear
50,16,Channels,16C,7,1St High in Bull Can Be Last Lower High in Bear
50,16,Channels,16C,8,HL in Bull Channel Can Be 1st Low in Bear Channel
50,16,Channels,16C,9,Bear Trend Often Wedge Bull Flag
50,16,Channels,16C,10,Wedge Rally Often Forms before End of Bear
50,16,Channels,16C,11,First High in Bull Last LH in Bear
50,16,Channels,16C,12,First Low in Bear Last HL in Bull
50,16,Channels,16C,13,Main Points Higher Time Frames
50,16,Channels,16C,14,Trend Lines on 60 Min Chart Use on 5 Min Chart
50,16,Channels,16C,15,Sell Setup on 60 Min Chart Can Enter Early on 5 Min Chart
50,16,Channels,16C,16,"5 Min Bar Chart Shows Many Days, Like 60 min Chart"
50,16,Channels,16C,17,60 min Sell Setup Look at 5 Min Chart for Earlier Entry
50,16,Channels,16C,18,Main Points Reversals and Breakouts
50,16,Channels,16C,19,Both Bull and Bear Channels Trade Reversals
50,16,Channels,16C,20,Trade Reversals Near Top and Bottom of Channel
50,16,Channels,16C,21,After Every Failed Breakout Draw New Line
50,16,Channels,16C,22,After Every Failed Breakout Channel Gets Flatter
50,16,Channels,16C,23,Breakout of Channel Eventual TR
50,16,Channels,16C,24,Channel Bottom Watch for Breakout or Reversal
50,16,Channels,16C,25,Lines 1987 Crash Reversed up at Trend Line
50,16,Channels,16C,26,Lines 2009 Crash Reversed up at Trend Line
50,16,Channels,16C,27,Review
51,16,Channels,16D,1,Main Points
51,16,Channels,16D,2,Channels Diagonal or Sideways
51,16,Channels,16D,3,Channels Diagonal or Sideways
51,16,Channels,16D,4,Channels Expanding or Contracting
51,16,Channels,16D,5,Channels Wedge or Triangle
51,16,Channels,16D,7,Main Points Tight and Broad Bull Channels
51,16,Channels,16D,8,Tight Bull Channel Only Look to Buy
51,16,Channels,16D,9,Tight Bull Channel Breakout on Higher Time Frame
51,16,Channels,16D,10,Broad Bull Channel Like a Trading Range That Is Sloped
51,16,Channels,16D,11,Broad Bull Channel Trade in Both Directions
51,16,Channels,16D,12,Broad Bull Channel Big Swings up and Down
51,16,Channels,16D,13,Broad Bull Channel Big Swings up and Down
51,16,Channels,16D,14,Broad Bull Channel Trading Range Price Action
51,16,Channels,16D,15,Tight Bear Channel Bear Breakout on HTF
51,16,Channels,16D,16,Tight Bull Channel Bull Breakout on HTF
51,16,Channels,16D,17,Bull Channel Tight or Broad
51,16,Channels,16D,18,Main Points Tight and Broad Bear Channels
51,16,Channels,16D,19,Tight Bear Channel Similar to Bear Breakout
51,16,Channels,16D,20,Tight Bear Channel Bulls Rarely in Control
51,16,Channels,16D,21,Broad Bear Channel Similar to Trading Range
51,16,Channels,16D,22,Broad Bear Channel Similar to Trading Range
51,16,Channels,16D,23,Broad Bear Channels Swings up and Down
51,16,Channels,16D,24,Broad Bear Channels In TR Much of Time
51,16,Channels,16D,25,Broad Bear Channels In TR Much of Time
51,16,Channels,16D,26,Broad Bear Channel Like a TR That Is Tilted Down
51,16,Channels,16D,27,"Is Channel Tight or Broad If Not Clear, Then Tight"
51,16,Channels,16D,28,"Nested Patterns Small Pattern within Larger, Identical Pattern"
51,16,Channels,16D,29,Spike and Channel Trends Often Nested
51,16,Channels,16D,30,Market Never Ending Cycle
51,16,Channels,16D,31,Channel Weak Trend
51,16,Channels,16D,32,Review
52,16,Channels,16E,1,Main Points
52,16,Channels,16E,2,Bull Channel Transition into Trading Range
52,16,Channels,16E,3,Bull Channel Transition into Trading Range So Bears Sell
52,16,Channels,16E,4,Bear Channel Transition into Trading Range
52,16,Channels,16E,5,Bear Channel Transition into Trading Range So Bulls Buy
52,16,Channels,16E,6,Bear Channel Bull Flag
52,16,Channels,16E,7,Bull Channel Bear Flag
52,16,Channels,16E,8,Bull Channel 75% Have Bear Breakout
52,16,Channels,16E,9,Bull Channel Usually Evolves into Trading Range
52,16,Channels,16E,10,Bull Channel Sometimes Reverses to Bear Trend
52,16,Channels,16E,11,Bear Channel Bull Flag
52,16,Channels,16E,12,Bear Channel Bull Flag
52,16,Channels,16E,13,Main Points Channel Breakouts Usually Fail
52,16,Channels,16E,14,Channel Breakouts 75% Fail within 5 Bars
52,16,Channels,16E,15,Breakout of Channel Look at Highest Time Frame
52,16,Channels,16E,16,Goal of Reversal Opposite Side of Channel
52,16,Channels,16E,17,Tight Channel Only Trade with Trend
52,16,Channels,16E,18,Main Points With Trend Breakout of Channel
52,16,Channels,16E,19,With Trend BO Expect TR Soon
52,16,Channels,16E,20,Bull Breakout of Bull Channel Only 25% Succeed
52,16,Channels,16E,21,Bear Breakout of Bear Channel Only 25% Succeed
52,16,Channels,16E,22,Bear Trend Rarely Becomes Much Stronger
52,16,Channels,16E,23,Wedge Bull Channel Can Have Strong Bull Breakout
52,16,Channels,16E,24,Very Strong BO above Wedge Channel Close Up
52,16,Channels,16E,25,After BO above Channel Expect Another Channel
52,16,Channels,16E,26,Very Strong BO Always Eventually Evolves into TR
52,16,Channels,16E,27,Strong BO above Bull Channel Low Probability
52,16,Channels,16E,28,Same Bull Breakout 26 Years Later
52,16,Channels,16E,29,"Bull Channel, Bull BO Rarely Becomes Much Stronger Trend"
52,16,Channels,16E,30,Much Stronger Trend 25% Chance
52,16,Channels,16E,31,Strong BO Always Expect Channel Soon
52,16,Channels,16E,32,Channel Evolves into TR
52,16,Channels,16E,33,Flat Channel Can Get with Trend BO
52,16,Channels,16E,34,Review
53,16,Channels,16F,1,Main Points
53,16,Channels,16F,2,Reversal Setups Enter with Stop or Limit Orders
53,16,Channels,16F,3,Stop or Limit Orders Experts Can Enter with Limit Orders
53,16,Channels,16F,4,Main Points Breakouts at Start of Trend
53,16,Channels,16F,5,Breakouts at Start of Trend Give-up Bar
53,16,Channels,16F,6,Breakouts at Start of Trend Many Ways to Sell
53,16,Channels,16F,7,Breakouts at Start of Bull Trend Only Look to Buy
53,16,Channels,16F,8,Breakouts at Start of Bull Trend Many Ways to Buy
53,16,Channels,16F,9,Failed Bear Breakout of Bear Channel Exhaustion Gap Bar
53,16,Channels,16F,10,Main Points Reversals and Breakout Failures
53,16,Channels,16F,11,Reversal down in Bear Channel Target Is Bottom of Channel
53,16,Channels,16F,12,Failed Bear BO of Bear Channel Target Is Top of Channel
53,16,Channels,16F,13,Failed Bear BO of Bear Channel Buy Reversal Up
53,16,Channels,16F,14,Minimal Target for Reversal Down Opposite Line
53,16,Channels,16F,15,Minimal Target for Reversal Up Opposite Line
53,16,Channels,16F,16,"Channel Tests Most Overshoot, some Undershoot"
53,16,Channels,16F,17,"Channel Tests Most Overshoot, some Undershoot"
53,16,Channels,16F,18,Main Points Broad Channel or Trading Range
53,16,Channels,16F,19,Broad Channel or TR Sometimes Impossible to Tell
53,16,Channels,16F,20,"Broad Channel or TR If Unclear, Trade Them the Same"
53,16,Channels,16F,21,Bull Channel or TR Look for Higher Highs and Lows
53,16,Channels,16F,22,Bear Channel or TR Look for Lower Highs and Lows
53,16,Channels,16F,23,Main Points Every TR Has Bull and Bear Channel
53,16,Channels,16F,24,TR Always Has Both Bull Channel and Bear Channel
53,16,Channels,16F,25,Every TR Contains Bull and Bear Trends
53,16,Channels,16F,26,TR Then Strong Bear BO Bulls Gave Up (Give-up Bar)
53,16,Channels,16F,27,Review
54,17,Tight Channels & Micro Channels,17A,1,Main Points
54,17,Tight Channels & Micro Channels,17A,2,Tight Channel Not Much Space Between the Lines
54,17,Tight Channels & Micro Channels,17A,3,Tight Channel Simplest Definition
54,17,Tight Channels & Micro Channels,17A,4,Tight Channel Breakout on Higher Time Frame
54,17,Tight Channels & Micro Channels,17A,5,5 Minute Emini Tight Channel Based on Size of Bars
54,17,Tight Channels & Micro Channels,17A,6,5 Minute Emini Tight Channel Based on Size of Scalp
54,17,Tight Channels & Micro Channels,17A,7,Tight Channel (Emini) Only Trade in Direction of Trend
54,17,Tight Channels & Micro Channels,17A,8,5 Minute EURUSD Tight Channel Based on Size of Bars
54,17,Tight Channels & Micro Channels,17A,9,5 Minute EURUSD Tight Channel Based on Size of Scalp
54,17,Tight Channels & Micro Channels,17A,10,Tight Channel (EURUSD) Only Trade in Direction of Trend
54,17,Tight Channels & Micro Channels,17A,11,Main Points What Is a Micro Channel
54,17,Tight Channels & Micro Channels,17A,12,Tight Channel Variation Micro Channel (MC)
54,17,Tight Channels & Micro Channels,17A,13,Tight Channel Variation Small PB Trend
54,17,Tight Channels & Micro Channels,17A,14,Tight Channel Variation Parabolic Wedge
54,17,Tight Channels & Micro Channels,17A,15,Tight Channel Variation Tight Trading Range
54,17,Tight Channels & Micro Channels,17A,16,Micro Channel (MC) No PBs
54,17,Tight Channels & Micro Channels,17A,17,Small Pullback Bull Trend Tight Bull Channel
54,17,Tight Channels & Micro Channels,17A,18,Review
55,17,Tight Channels & Micro Channels,17B,1,Main Points
55,17,Tight Channels & Micro Channels,17B,2,Tight Trading Range Horizontal Tight Channel
55,17,Tight Channels & Micro Channels,17B,3,Tight Trading Range Horizontal Tight Channel
55,17,Tight Channels & Micro Channels,17B,4,Micro Channel Look at Micro Trend Line
55,17,Tight Channels & Micro Channels,17B,5,Micro Trend Line 1S Breakout Usually Fails
55,17,Tight Channels & Micro Channels,17B,6,Channels Need 2 Lines Micro Trend Line Is More Important
55,17,Tight Channels & Micro Channels,17B,7,Micro Channel Line Not Useful
55,17,Tight Channels & Micro Channels,17B,8,Bear BO below Bull Micro Channel Buy since Bull Flag
55,17,Tight Channels & Micro Channels,17B,9,Earlier Entry On Smaller Time Frame
55,17,Tight Channels & Micro Channels,17B,10,Bull BO above Bear Micro Channel Sell since Bear Flag
55,17,Tight Channels & Micro Channels,17B,11,Earlier Entry On Smaller Time Frame
55,17,Tight Channels & Micro Channels,17B,12,Bull Micro Channel Sign of Buying Pressure
55,17,Tight Channels & Micro Channels,17B,13,Bear Micro Channel Sign of Selling Pressure
55,17,Tight Channels & Micro Channels,17B,14,Micro Channel Early in Trend Possible Measuring Gap
55,17,Tight Channels & Micro Channels,17B,15,Micro Channel Late in Trend Possible Exhaustion Gap
55,17,Tight Channels & Micro Channels,17B,16,Main Points Breakout or Climax
55,17,Tight Channels & Micro Channels,17B,17,Micro Channel Is BO and Climax
55,17,Tight Channels & Micro Channels,17B,18,Bull MC Bear BO Is Usually Bull Flag
55,17,Tight Channels & Micro Channels,17B,19,Bear MC Bull BO Is Usually Bear Flag
55,17,Tight Channels & Micro Channels,17B,20,Broad Channel or TR Wait for 2 Entry
55,17,Tight Channels & Micro Channels,17B,21,Micro Channel Early in Trend Probable Breakout
55,17,Tight Channels & Micro Channels,17B,22,Micro Channel Early in Trend Probable Breakout
55,17,Tight Channels & Micro Channels,17B,23,Bull Micro Channel Buy Climax
55,17,Tight Channels & Micro Channels,17B,24,Bull Micro Channel Buy Climax
55,17,Tight Channels & Micro Channels,17B,25,Bear Micro Channel Sell Climax
55,17,Tight Channels & Micro Channels,17B,26,Review
56,18,Trading Ranges,18A,1,Main Points
56,18,Trading Ranges,18A,2,Goal of Market Maximize Trading
56,18,Trading Ranges,18A,3,Goal of Market Find Agreement between Bulls and Bears
56,18,Trading Ranges,18A,4,Strong Bull Trend Bulls Must Take Some Profits
56,18,Trading Ranges,18A,5,Trading Range (TR) Broad Definition
56,18,Trading Ranges,18A,6,TR Goal of Every Market
56,18,Trading Ranges,18A,7,Small TR in Bull Trend Pullback (Bull Flag)
56,18,Trading Ranges,18A,8,"Pullback More Than 20 Bars TR, Neutral"
56,18,Trading Ranges,18A,9,TR Probability Has to Be 50%
56,18,Trading Ranges,18A,10,"Main Points Hallmarks — Confusion, Disappointment"
56,18,Trading Ranges,18A,11,TR Why Hard to Trade
56,18,Trading Ranges,18A,12,Probability Only 40 - 50% for Most Setups so Confusion
56,18,Trading Ranges,18A,13,Disappointment Bad Follow-Through after Strong Leg
56,18,Trading Ranges,18A,14,Disappointment 80% of BO Attempts Fail
56,18,Trading Ranges,18A,15,Bad Follow-Through Reversal and TR Likely
56,18,Trading Ranges,18A,16,Deep Pullbacks Beyond Support and Resistance
56,18,Trading Ranges,18A,17,Uncertainty Pullback Is Now TR
56,18,Trading Ranges,18A,18,TR Bulls and Bears Balanced (Equally Strong)
56,18,Trading Ranges,18A,19,Uncertainty Pullback Is Now TR
56,18,Trading Ranges,18A,20,"Pullback Small TR, Traders Believe Trend Will Resume"
56,18,Trading Ranges,18A,21,"Bull Trend Once below Stop, Then TR"
56,18,Trading Ranges,18A,22,TR Endless Pullback
56,18,Trading Ranges,18A,23,TR Endless Pullback
56,18,Trading Ranges,18A,24,TR BO Equally Likely up or Down
56,18,Trading Ranges,18A,25,TR PB Grew So Big That Probability Same for BO up or Down
56,18,Trading Ranges,18A,26,TR PB Grew So Big That Probability Same for BO up or Down
56,18,Trading Ranges,18A,27,"Minimum for TR 3 Legs, 20 Bars"
56,18,Trading Ranges,18A,28,Minimum for TR Confusion
56,18,Trading Ranges,18A,29,Review
57,18,Trading Ranges,18B,1,Main Points
57,18,Trading Ranges,18B,2,TR Good Reason to Buy and to Sell
57,18,Trading Ranges,18B,3,TR Always Contains Buy and Sell Setups
57,18,Trading Ranges,18B,4,TR Top and Bottom Never Clear
57,18,Trading Ranges,18B,5,"TR BLSHS (Buy Low, Sell High, Scalp)"
57,18,Trading Ranges,18B,6,Confident Will Not Go Too Far up or Down
57,18,Trading Ranges,18B,7,"Doubt Will Go Far Bet on Reversal, Scale In"
57,18,Trading Ranges,18B,8,"Doubt Will Go Far Bet on Reversal, Scale In"
57,18,Trading Ranges,18B,9,Scale In Use Limit Orders
57,18,Trading Ranges,18B,10,Main Points BOM (BreakOut Mode)
57,18,Trading Ranges,18B,11,80% of TR Breakouts Fail Except in BOM (BreakOut Mode)
57,18,Trading Ranges,18B,12,BOM 50% Chance of Profitable Trade or of Reversal
57,18,Trading Ranges,18B,13,Main Points 2 Leg Trap
57,18,Trading Ranges,18B,14,"2¢ Leg Trap Strong 2 Leg, but Fails"
57,18,Trading Ranges,18B,15,"2¢ Leg Trap Strong 2 Leg, but Fails"
57,18,Trading Ranges,18B,16,"2¢ Leg Trap Strong 2 Leg, but Fails"
57,18,Trading Ranges,18B,17,2¢ Leg Trap Strong Bear BO Traps Bears into Selling Low
57,18,Trading Ranges,18B,18,2d Leg Trap TR Likely
57,18,Trading Ranges,18B,19,2¢ Leg Trap Strong Bull BO Traps Bulls into Buying High
57,18,Trading Ranges,18B,20,Reversal After 2 Leg Trap Bulls Want Broad Channel
57,18,Trading Ranges,18B,21,Reversal After 2¢ Leg Trap Bears Want Broad Channel
57,18,Trading Ranges,18B,22,Review
58,18,Trading Ranges,18C,1,Main Points
58,18,Trading Ranges,18C,2,Trading Range Contains 2 or More Patterns
58,18,Trading Ranges,18C,3,TR BO Trend Resumption
58,18,Trading Ranges,18C,4,TR BO Trend Reversal
58,18,Trading Ranges,18C,5,TR Is BOM Equal Chance of Bull and Bear Breakout
58,18,Trading Ranges,18C,6,Probability Never Looks Like 50% But It Is!
58,18,Trading Ranges,18C,7,Probability Never Looks Like 50% But It Is!
58,18,Trading Ranges,18C,8,Triangle It ls a Type of TR So BOM
58,18,Trading Ranges,18C,9,Triangle It ls a Type of TR So BOM
58,18,Trading Ranges,18C,10,Channel 75% Chance of TR
58,18,Trading Ranges,18C,11,Channel Usually Will Be Leg in TR
58,18,Trading Ranges,18C,12,Bull Channel Is Bear Flag 75% Chance of Bear BO
58,18,Trading Ranges,18C,13,Bear Channel Is Bull Flag 75% Chance of Bull BO
58,18,Trading Ranges,18C,14,"Tight Channel Expect Bull BO, Then 2 Leg Down"
58,18,Trading Ranges,18C,15,Main Points Trend or Leg in TR
58,18,Trading Ranges,18C,16,"BO, but Bad Follow-Through Probably Leg in TR"
58,18,Trading Ranges,18C,17,If Trend Becoming TR Trade Like TR
58,18,Trading Ranges,18C,18,If Trend Becoming TR Trade Like TR
58,18,Trading Ranges,18C,19,If Trend Becoming TR Trade Like TR
58,18,Trading Ranges,18C,20,Strong Bull BO Only Buy
58,18,Trading Ranges,18C,21,"Sign of TR Soon Lack of Consecutive, Strong Bull Bars"
58,18,Trading Ranges,18C,22,Gaps Trend Has More to Go
58,18,Trading Ranges,18C,23,Bull Channel Bears 1° Sell with Limit Orders
58,18,Trading Ranges,18C,24,Once Clearly Not Trend Bears Start Selling with Stop Orders
58,18,Trading Ranges,18C,25,Context Are There Strong Bull Bars
58,18,Trading Ranges,18C,26,Context Are There Strong Bull Bars
58,18,Trading Ranges,18C,27,Weak Rally Probably Bull Leg in TR
58,18,Trading Ranges,18C,28,Channel Often Also Mostly TR
58,18,Trading Ranges,18C,29,Bad Follow-Through Probably Leg in TR
58,18,Trading Ranges,18C,30,"Strong Trend, but Signs of Weakness Probably TR"
58,18,Trading Ranges,18C,31,Two-Sided Trading in Channel TR Soon
58,18,Trading Ranges,18C,32,Tight Channel for 20 Bars Possible Minor Reversal into TR
58,18,Trading Ranges,18C,33,Weak Bear Channel Expect Bull BO Soon
58,18,Trading Ranges,18C,34,Bull BO of Bear Channel Weak Rally Might Be Part of TR
58,18,Trading Ranges,18C,35,Once TR Likely Good for Limit Order Scalpers
58,18,Trading Ranges,18C,36,Bulls and Bears Scalping Creates TR
58,18,Trading Ranges,18C,37,Review
59,18,Trading Ranges,18D,1,Main Points
59,18,Trading Ranges,18D,2,Tight Trading Range (TTR) Dead Money
59,18,Trading Ranges,18D,3,Dead Money Trade Elsewhere
59,18,Trading Ranges,18D,4,TR Is It Tight
59,18,Trading Ranges,18D,5,TTR Wait for BO up or Down
59,18,Trading Ranges,18D,6,TR Horizontal Channel
59,18,Trading Ranges,18D,7,Broad TR Can Enter with Stop Orders
59,18,Trading Ranges,18D,8,Broad TR Can Enter with Limit Orders
59,18,Trading Ranges,18D,9,Broad TR Can Enter with Market Orders
59,18,Trading Ranges,18D,10,TTR Most Traders Should Not Trade
59,18,Trading Ranges,18D,11,Main Points Ledges
59,18,Trading Ranges,18D,12,"Bull and Bear Ledges BO beyond Both, Then PB"
59,18,Trading Ranges,18D,13,"Ledge Bottom Magnet, Got BO Next Day"
59,18,Trading Ranges,18D,14,BO above Ledge Can Come 1 Week Later
59,18,Trading Ranges,18D,15,Main Points Limit Order Market (LOM)
59,18,Trading Ranges,18D,16,LOM Limit Order Market
59,18,Trading Ranges,18D,17,"LOM Scalp, Use Wide Stops, Scale In"
59,18,Trading Ranges,18D,18,Trading When LOM Minimum Height of Range
59,18,Trading Ranges,18D,19,LOM Don’t Scalp with Stop Orders
59,18,Trading Ranges,18D,20,"LOM Expect Reversals, Not Breakouts"
59,18,Trading Ranges,18D,21,"LOM Expect Reversals, Not Breakouts"
59,18,Trading Ranges,18D,22,TTR Above MA Bulls Have Slight Advantage
59,18,Trading Ranges,18D,23,TTR Can Still Form MTR
59,18,Trading Ranges,18D,24,TTR Can Still Form MTR (Forex Example)
59,18,Trading Ranges,18D,25,Review
60,18,Trading Ranges,18E,1,Main Points
60,18,Trading Ranges,18E,2,Strong Trends Can Suddenly Reverse
60,18,Trading Ranges,18E,3,Best Price Price Where Most Trading Takes Place
60,18,Trading Ranges,18E,4,Markets Probe to Find Best Price On All Time Frames
60,18,Trading Ranges,18E,5,Purpose of All Markets Probe to Find Best Price
60,18,Trading Ranges,18E,6,Vacuum Effect Market Is Drawn to Support and Resistance
60,18,Trading Ranges,18E,7,Vacuum Effect Price Pulled by Magnets
60,18,Trading Ranges,18E,8,Purpose of Support and Resistance To Pull Market for Test
60,18,Trading Ranges,18E,9,Trading Range Vacuum Effect at Top and Bottom
60,18,Trading Ranges,18E,10,Once at Magnet in TR Magnet Pull Disappears!
60,18,Trading Ranges,18E,11,Just Above Support in TR Bulls Stop Buying until Reached
60,18,Trading Ranges,18E,12,Just Above Support in TR Bears Sell Strongly until Reached
60,18,Trading Ranges,18E,13,Once at Magnet at Bottom of TR Bulls Suddenly Appear
60,18,Trading Ranges,18E,14,Just Below Top Bears Stop Selling
60,18,Trading Ranges,18E,15,"In TR Beginner Sees Momentum, Not Support or Resistance"
60,18,Trading Ranges,18E,16,In TR Beginner Loses Selling Low and Buying High
